thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
67,0,67,[np.float64(-0.205)],[np.float64(0.4825)],[1],[0],[0],1.4638637,['target'],67,0,67,0,119.9861819,,10,119.957341,119.9861819,119.9861819,0.0321037,121.4213946,[np.float64(-0.205)],[np.float64(0.4825)],[1],[0],[0],[1.463863700046204],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
68,0,68,[np.float64(-0.25875)],[np.float64(0.495)],[1],[0],[0],2.3491772,['target'],68,0,68,0,121.4518805,,5,121.4391015,121.4518805,121.4518805,0.0173985,123.7884183,[np.float64(-0.25875)],[np.float64(0.495)],[1],[0],[0],[2.349177200056147],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
69,0,69,[np.float64(0.445)],[np.float64(-0.1775)],[1],[0],[0],2.4019677,['target'],69,0,69,0,123.8337336,,10,123.8188018,123.8337336,123.8337336,0.030139,126.2209081,[np.float64(0.445)],[np.float64(-0.1775)],[1],[0],[0],[2.401967699988745],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
70,0,70,[np.float64(-0.155)],[np.float64(0.135)],[1],[0],[0],2.9949842,['target'],70,0,70,0,126.2665786,,5,126.2419933,126.2665786,126.2665786,0.0208315,129.2370977,[np.float64(-0.155)],[np.float64(0.135)],[1],[0],[0],[2.9949841999914497],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
71,0,71,[np.float64(0.19375)],[np.float64(-0.435)],[1],[0],[0],4.2969728,['target'],71,0,71,0,129.2818978,,5,129.2562412,129.2818978,129.2818978,0.0189258,133.5533311,[np.float64(0.19375)],[np.float64(-0.435)],[1],[0],[0],[4.296972799987998],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
72,0,72,[np.float64(0.16625)],[np.float64(-0.26875)],[1],[0],[0],1.3436175,['target'],72,0,72,0,133.5970943,,5,133.5735926,133.5970943,133.5970943,0.020035,134.9173533,[np.float64(0.16625)],[np.float64(-0.26875)],[1],[0],[0],[1.3436174999806099],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
73,0,73,[np.float64(-0.48625)],[np.float64(0.00125)],[1],[0],[0],2.5605721,['target'],73,0,73,0,134.9630471,,5,134.9392547,134.9630471,134.9630471,0.0215526,137.5000315,[np.float64(-0.48625)],[np.float64(0.00125)],[1],[0],[0],[2.560572099988349],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
74,0,74,[np.float64(0.30625)],[np.float64(0.1225)],[1],[0],[0],1.5627084,['target'],74,0,74,0,137.5283606,,5,137.518975,137.5283606,137.5283606,0.0186565,139.0818261,[np.float64(0.30625)],[np.float64(0.1225)],[1],[0],[0],[1.5627084000152536],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
75,0,75,[np.float64(0.085)],[np.float64(-0.2325)],[1],[0],[0],1.7665275,['target'],75,0,75,0,139.1108807,,5,139.1002386,139.1108807,139.1108807,0.018116,140.8670001,[np.float64(0.085)],[np.float64(-0.2325)],[1],[0],[0],[1.7665274999453686],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
76,0,76,[np.float64(-0.025)],[np.float64(-0.02125)],[1],[0],[0],4.3772672,['target'],76,0,76,0,140.9112808,,5,140.8859977,140.9112808,140.9112808,0.0185746,145.2633931,[np.float64(-0.025)],[np.float64(-0.02125)],[1],[0],[0],[4.377267200034112],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
77,0,77,[np.float64(0.47375)],[np.float64(-0.3725)],[1],[0],[0],1.8959032,['target'],77,0,77,0,145.2918476,,5,145.2810593,145.2918476,145.2918476,0.0174034,147.1770672,[np.float64(0.47375)],[np.float64(-0.3725)],[1],[0],[0],[1.8959031999693252],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
78,0,78,[np.float64(0.01625)],[np.float64(0.37375)],[1],[0],[0],2.9175859,['target'],78,0,78,0,147.2237922,,10,147.2097146,147.2237922,147.2237922,0.0324745,150.1274079,[np.float64(0.01625)],[np.float64(0.37375)],[1],[0],[0],[2.9175858999951743],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
79,0,79,[np.float64(-0.105)],[np.float64(-0.235)],[1],[0],[0],1.8490163,['target'],79,0,79,0,150.1567989,,5,150.1454235,150.1567989,150.1567989,0.0178147,151.9946143,[np.float64(-0.105)],[np.float64(-0.235)],[1],[0],[0],[1.849016299995128],['target'],participant 4,1,2025-10-01_20h06.53.546,untitled,,2025.1.1,60.14176619,2025-10-01 20h11.14.989956 +0530
