problem_id,problem,correct,difficulty,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instr_text.started,instr_key.started,instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,fixation.started,fix.started,fixation.stopped,trial.started,problem_text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,fix.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
1,5 + 7 = 12,t,easy,26,26,0,t,1,1.221246,None,0,26,26,0,118.1183018,,,,,,,,,118.1036064,118.1183018,118.6023175,118.6065815,118.617772,118.617772,119.8524531,t,1,1.221246,None,118.617772,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
6,10 -2 = 8,t,easy,27,27,0,t,1,4.1472405,None,0,27,27,5,119.8678646,,,,,,,,,119.8528105,119.8678646,120.3520215,120.3584358,120.3673601,120.3673601,124.5160555,t,1,4.1472405,None,120.3673601,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
17,3 + 3 = 10,f,easy,28,28,0,f,1,1.1496924,None,0,28,28,16,124.5317161,,,,,,,,,124.516421,124.5317161,125.0160764,125.0197571,125.0321485,125.0321485,126.182986,f,1,1.1496924,None,125.0321485,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
20,11 -1 = 15,f,easy,29,29,0,f,1,2.7569386,None,0,29,29,19,126.1982896,,,,,,,,,126.1832961,126.1982896,126.6824072,126.6885649,126.6980433,126.6980433,129.4655873,f,1,2.7569386,None,126.6980433,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
29,(9 × 7) − 20 = 43,t,hard,30,30,0,t,1,7.6370087,None,0,30,30,28,129.4801935,,,,,,,,,129.4660193,129.4801935,129.9640209,129.9693839,129.9800717,129.9800717,137.6274738,t,1,7.6370087,None,129.9800717,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
11,8 - 3 = 4,f,easy,31,31,0,f,1,5.2994094,None,0,31,31,10,137.6433352,,,,,,,,,137.6278168,137.6433352,138.1274905,138.132673,138.1428333,138.1428333,143.4428994,f,1,5.2994094,None,138.1428333,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
30,(6 × 8) + 10 = 58,t,hard,32,32,0,t,1,1.5513925,None,0,32,32,29,143.4570388,,,,,,,,,143.4432437,143.4570388,143.9417451,143.9467574,143.9571035,143.9571035,145.5242715,t,1,1.5513925,None,143.9571035,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
23,(45 − 15) ÷ 5 = 6,t,hard,34,34,0,t,1,4.7923471,None,0,34,34,22,148.6718891,,,,,,,,,148.6566606,148.6718891,149.1558977,149.1607063,149.1715263,149.1715263,153.9703193,t,1,4.7923471,None,149.1715263,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
37,(21 × 3) − 15 = 50,f,hard,35,35,0,f,1,10.9501213,None,0,35,35,36,153.9862857,,,,,,,,,153.9706898,153.9862857,154.4701232,154.4759375,154.4861246,154.4861246,165.4496142,f,1,10.9501213,None,154.4861246,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
28,(32 ÷ 8) + 9 = 13,t,hard,36,36,0,t,1,12.641873,None,0,36,36,27,165.4646139,,,,,,,,,165.4499802,165.4646139,165.9486056,165.9532689,165.9639001,165.9639001,178.6091548,t,1,12.641873,None,165.9639001,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
10,2 x 5 =10,t,easy,37,37,0,t,1,1.0580111,None,0,37,37,9,178.6258574,,,,,,,,,178.6095592,178.6258574,179.1090294,179.1132304,179.1256725,179.1256725,180.1928147,t,1,1.0580111,None,179.1256725,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
7,3 + 6 = 9,t,easy,38,38,0,t,1,1.2342851,None,0,38,38,6,180.2084901,,,,,,,,,180.1931291,180.2084901,180.6925366,180.6979823,180.7079689,180.7079689,181.9430696,t,1,1.2342851,None,180.7079689,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
39,(40 ÷ 5) + 9 = 20,f,hard,39,39,0,f,1,2.8249523,None,0,39,39,38,181.9576691,,,,,,,,,181.9433415,181.9576691,182.4419118,182.4479057,182.4572468,182.4572468,185.2894424,f,1,2.8249523,None,182.4572468,participant 4,1,2025-11-21_13h06.01.386,solo project,,2025.1.1,59.94050309,2025-11-21 13h06.32.510676 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east rt,hard rt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easy rt,hard rt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2615774,2.9502147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4994079,3.3420861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.882249,1.957035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.678981,2.5188218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0827414,13.8182646,,mean rt easy,,2.308713265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2687985,3.7261144,,mean  rt hard,,5.784512406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3735764,5.8085644,,diffrence,,3.475799141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8474434,9.3490202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4887586,5.3227441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.776172,3.7026797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0349149,5.443471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1136111,7.6370087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9992106,1.5513925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.221246,4.7923471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1472405,10.9501213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1496924,12.641873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7569386,2.8249523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2994094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0580111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2342851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
